ID	Latin Name	Cultivar	Notes on cultivar	Synonyms	Pull out	Record checked	Last update
917	Laurus nobilis	''	No entries have been made for this species as yet.		0	0	
918	Lavandula angustifolia	'Folgate Blue'	A very free-flowering compact form, growing only 30cm tall[11], it is suitable for growing as a dwarf hedge[245].		0	0	1998-09-01 00:00
919	Lavandula angustifolia	'Hidcote'	An early flowering[11], slow, compact grower, to 30cm tall[200], it can be grown as a dwarf hedge[245].		0	0	1998-09-01 00:00
920	Lavandula angustifolia	'Loddon Pink'	A pink-flowered form growing to about 45cm tall[200], it can be grown as a dwarf hedge[245].		0	0	1998-09-01 00:00
921	Lavandula angustifolia	'Munstead'	A dwarf, compact grower to 60cm tall[183]. It blooms several weeks earlier than other varieties[183].		0	0	1998-09-01 00:00
922	Lavandula angustifolia	'Sharon Roberts'	Hardy to at least -18°c, it has been known to withstand temperatures down to -23°c[183].The plant flowers twice each year, once in June and once in September[183].		0	0	1996-05-10 00:00
923	Lavandula x intermedia	''	No entries have been made for this species as yet.		0	0	
924	Lavatera arborea	''	No entries have been made for this species as yet.		0	0	
925	Lavatera thuringiaca	'Barnsley'	This form usually produces new shoots from the base in the autumn and winter. It is therefore a potential winter salad plant, though the texture of the leaves is not that wonderful[K].		0	0	28/1/97 0:00:00
926	Lavatera trimestris	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
927	Lens culinaris	'Chilean'	A low-growing plant that can be grown in the winter in areas where winter vegetables can be grown[183].		0	0	29/9/96 0:00:00
928	Lens culinaris	'HarLen'	This extremely hardy cultivar tolerates temperatures down to -10°c and performs very well in gardens[183].		0	0	1996-03-10 00:00
929	Lens culinaris	'WH2040'	This cultivar can withstand temperatures as low as -23°c in the seedling stage[200].		0	0	29/9/96 0:00:00
930	Lepidium meyenii	''	No entries have been made for this species as yet.		0	0	
931	Lepidium sativum	''	No entries have been made for this species as yet.		0	0	
932	Leptospermum scoparium	'Kea'	A dwarf form with small white flowers[260].		0	0	17/12/99 0:00:00
933	Leptospermum scoparium	'Kiwi'	A dwarf form with small red flowers[260].		0	0	17/12/99 0:00:00
934	Leucojum aestivum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
935	Leymus racemosus	''	No entries have been made for this species as yet.		0	0	
936	Liatris scariosa	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
937	Ligustrum japonicum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
938	Ligustrum lucidum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
939	Ligustrum obtusifolium	'Dart's Perfection'	This form has a spreading habit of growth and makes a good carpeting ground cover about 1.2 metres tall. The plants should be spaced about 2.5 metres apart each way[208].		0	0	1998-09-01 00:00
940	Ligustrum ovalifolium	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
941	Lilium species	''	No entries have been made for this species as yet.		0	0	
942	Lilium formosanum	'Prices variety'	This is the alpine form of the species, it breeds true from seed and it is hardy if grown in a sheltered spot in the rock garden[143].		0	0	
943	Lilium maculatum	''	No entries have been made for this species as yet.		0	0	
944	Linum usitatissimum	'Foster'	The golden-yellow seeds have a mild flavour and are used for culinary purposes and for making oil - they are a sesame seed substitute[183].		0	0	1996-06-10 00:00
945	Liriope muscari	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
946	Lonicera caerulea	''	No entries have been made for this species as yet.		0	0	
947	Lonicera chrysantha	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
948	Lonicera japonica	'Halliana'	This cultivar is especially recommended for growing in dry shade[188]. A very vigorous plant, it has been recommended as a ground cover plant where there is plenty of space for it to run[188].		0	0	1998-09-01 00:00
949	Lonicera morrowii	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
950	Lonicera nitida	'Graziosa'	A densely branched cultivar with a low habit and forming a mat of growth[200], it can be grown as ground cover[182, 197].		0	0	1998-09-01 00:00
951	Lonicera nitida	'Maigrün'	A squat, compact form to about 80cm tall and wide[200], it can be grown as ground cover[182, 197].	'Maygreen'	0	0	1998-09-01 00:00
952	Lonicera periclymenum	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
953	Lonicera pileata	'Moss Green'	This form is especially recommended for ground cover[182].		0	0	28/1/97 0:00:00
954	Lonicera sempervirens	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
955	Lupinus albus	'Kiev'	The seeds of this cultivar are very low in alkaloids and are free of any bitterness[183]. The nutritious seeds are high in digestible protein(40%)[183].		0	0	1996-03-10 00:00
956	Lupinus albus	'Primorsky'	Maturing in 110 days from seed, the low-alkaloid seeds average 3430 seeds to the kilo[183]. The average protein content is 37.5% and oil varies from 9 - 13%[183].A short plant, growing up to 45cm tall, it blooms early about 54 days after sowing[183].		0	0	1996-03-10 00:00
957	Lupinus albus	'Strain 21'	The low alkaloid seeds average 3160 seeds to the kilo[183]. They contain no trypsin inhibitors. Crude fibre is about 12 - 15%[183].Plants mature after about 114 days from seed, flowering after 56 days[183]. They are fairly short, to 50cm tall[183].		0	0	1996-03-10 00:00
958	Lupinus albus	'Ultra'	The low alkaloid seeds average 3170 seeds to the kilo[183]. The protein content is around 34.3%[183]. This is the cultivar most commonly used for sweet lupin pasta[183].Plants mature after about 110 days from seed, flowering after 57 days[183]. They are fairly short, to 48cm tall[183].		0	0	1996-03-10 00:00
959	Lupinus angustifolius	'Uniwhite'	A low-alkaloid variety with a permeable seed coat[183]. It has reduced pod-shattering[183] and so is easier to harvest mechanically.		0	0	1996-03-10 00:00
960	Lupinus luteus	''	No entries have been made for this species as yet.		0	0	
961	Lupinus mutabilis	''	No entries have been made for this species as yet.		0	0	
962	Lychnis flos-cuculi	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
963	Lycopersicon esculentum	''	There are many named varieties of this annual fruit, with new forms being developed each year. At present there is not time to enter these in the database and it is recommended that you consult the book 'The Fruit and Vegetable Finder' which is updated regularly and can be obtained from libraries.		0	0	1996-01-10 00:00
964	Lycopersicon pimpinellifolium	''	No entries have been made for this species as yet.		0	0	
965	Lycoris aurea	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
966	Lycoris radiata	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
967	Macadamia integrifolia	'Waimanalo'	Large nuts, occasionally with twin halves, the shell is relatively thick, the kernel comprising 38.5% of the nut[183]. The flavour is good, oil content is 75% of the kernel[183].A medium-size, pyramidal, productive tree, it begins to bear after 5 years, producing nuts in large clusters[183]. It is resistant to frost and disease[183] (though almost certainly not to anything more than very light frosts[K]). It grows well in cooler climates than most cultivars, particularly near the ocean[183]. It also yields good crops inland[183].		0	0	20/10/96 0:00:00
968	Magnolia grandiflora	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
969	Magnolia virginiana	''	There are some named forms for this species, but these have been developed for their ornamental value and not for their other uses. Unless you particularly require the special characteristics of any of these cultivars, we would generally recommend that you grow the natural species for its useful properties. We have, therefore, not listed the cultivars in this database[K].		0	0	1996-03-10 00:00
970	Mahonia aquifolium	'Apollo'	A low growing form, rarely more than 60cm tall[200]. It flowers very heavily in the spring and looks particularly attractive at this time. It spreads well and makes a good ground cover[K].		0	0	22/4/97 0:00:00
971	Mahonia fremontii	''	No entries have been made for this species as yet.		0	0	
972	Mahonia japonica	'Hivernant'	More vigorous than the species, growing about 1.5 metres tall and 2.5 metres wide[11]. It flowers somewhat earlier - usually from mid-winter - and is also much more floriferous than the species[11].	'Hiemalis'	0	0	16/12/99 0:00:00
973	Mahonia napaulensis	'Maharajah'	This cultivar appears to be hardier than the species[182].		0	0	29/9/96 0:00:00
974	Mahonia x media	'Charity'	Plants of this cultivar have been seen on several occasions bearing good crops of fruit in mid spring. When fertilized, these fruits have an acid but reasonable flavour[K]. The unfertilized fruit often has a distinct bitterness[K].		0	0	29/9/96 0:00:00
975	Mahonia x media	'Charity's Sister'	Plants of this cultivar have been seen on several occasions bearing good crops of fruit in mid spring. When fertilized, these fruits have an acid but reasonable flavour[K]. The unfertilized fruit often has a distinct bitterness[K].		0	0	28/2/99 0:00:00
976	Mahonia x media	'Lionel Fortescue'	Plants of this cultivar have been seen on several occasions bearing good crops of fruit in mid spring. When fertilized, these fruits have an acid but reasonable flavour[K]. The unfertilized fruit often has a distinct bitterness[K].		0	0	29/9/96 0:00:00
977	Mahonia x media	'Winter Sun'	The flowers are frost-resistant and are produced from autumn to early winter in horizontal rather than drooping racemes[200].		0	0	13/12/99 0:00:00
978	Malus baccata	'Macrocarpa'	This cultivar has larger than average fruits, up to 3cm in diameter[200].		0	0	29/9/96 0:00:00
979	Malus baccata	'Orange'	This cultivar has larger than average fruits, up to 4cm in diameter[200].		0	0	29/9/96 0:00:00
980	Malus baccata	'Red River'	This cultivar has larger than average fruits, up to 5cm in diameter[200].		0	0	29/9/96 0:00:00
981	Malus domestica	'Adams Pearmain'	A medium-size fruit with creamy white flesh that is crisp, juicy and aromatic[1, 38, 39]. Of excellent quality, it is in season from November to March[183].The fruit should be harvested as late in the season as possible[40].The tree is moderately vigorous, wide-spreading, partially tip-bearing and tends towards biennial bearing[40, 183]. A very hardy tree, suitable for cold exposed situations[38]. It thrives in all soils[38, 39].Full flower day 12. Self-compatible.	'Norfolk Pippin'	0	0	18/5/95 0:00:00
982	Malus domestica	'Alfriston'	A cooking apple, the flesh is soft, sub-acid[38] with a pear like flavour[40] and is very juicy[37]. In season from November to April.A moderate-sized tree, it is vigorous, disease resistant and a good cropper[37, 38, 40].Full flower day 13.		0	0	26/9/94 0:00:00
983	Malus domestica	'Allen's Everlasting'	A dessert apple, the flesh is firm, sweet, subacid with an excellent flavour[1, 38]. The skin is thin and tough[38]. In season from December to May.A small upright tree, it is a fairly good cropper[38, 40].Full flower day 14. Harvest as late in the season as possible.		0	0	26/9/94 0:00:00
984	Malus domestica	'Annie Elizabeth'	A cooking apple, the flesh is soft white and acid[38].A compact tree of upright growth, it makes a good standard[38, 39, 40]. It grows well in the north of Britain and quickly comes into bearing[39]. It resists scab, but is subject to mildew[1].Full flower day 20, the fruit is best harvested at the end of November, though the fruit is inclined to drop before this[1]. It is self-compatible.	'Carter's Seedling'	0	0	26/9/94 0:00:00
985	Malus domestica	'Ard Cairn Russet'	A dessert apple, the flesh is firm, dry and sweet[38, 40].A moderately sized tree with vigorous upright growth[38, 40]. It crops well[38]. Resists scab[38, 40].Full flower day 15. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
986	Malus domestica	'Arthur Turner'	A cooking apple with a large fruit and a rather dry pleasantly acid flesh[183]. It ripens early and also hangs well on the tree and stores well[183]. In season from July to November.An upright tree of moderate to vigorous growth[183]. It crops regularly and heavily[183]. Fairly resistant to scab[38, 41200], it grows well in cold areas[38]. Very ornamental when in flower. Prune the laterals to 3 or 4 buds[38].Full flower day 11. Harvest the fruit as required for immediate use[38, 39].		0	0	26/9/94 0:00:00
987	Malus domestica	'Ashmead's Kernel'	A medium-sized dessert apple, the flesh is firm, crisp, juicy, highly aromatic and subacid[37, 38, 183]. Of excellent quality and flavour[38, 41], it is in season from November to May.A moderately vigorous large upright-spreading tree, it crops irregularly[38, 40, 183]. The laterals should be shortened to 3 or 4 buds[38].Full flower day 18. Harvest the fruit in October or later.		0	0	26/9/94 0:00:00
988	Malus domestica	'Baker's Delicious'	A dessert apple, the flesh is crisp, sweet and aromatic[1, 38]. In season August and September.A compact tree of vigorous growth, it is easily managed and crops fairly well even on young trees[38, 40]. Disease resistant[38, 40, 41].Full flower day 10. Harvest the fruit as required, if picked in early September it will store for 3 weeks38].		0	0	26/9/94 0:00:00
989	Malus domestica	'Barnack Beauty'	A dual purpose apple, the flesh is crisp, juicy, subacid to sweet with a fair flavour[38]. In season from December to March.A hardy vigorous tree, the branches are thin and spreading[38]. It grows and crops well on a dry chalky soil[38, 39], though it does not do so well when not on chalk[39]. A tip bearer[38].Full flower day 18, it should be harvested in November.		0	0	26/9/94 0:00:00
990	Malus domestica	'Belle de Boskoop	A medium to large dual-purpose apple, the flesh is aromatic, firm coarse and rather dry[38, 183]. Good for dessert, it is excellent cooked and is in season from December to April[183].A vigorous upright spreading tree, it is spur-bearing[183] and slow to come into cropping,[38, 39] but is then productive[40, 183]. It resists scab and canker[40, 41] and grows well in grass[40]. A triploid, so it needs two other cultivats for pollination[38].Full flower day 11, the fruit should be harvested in mid October.		0	0	26/9/94 0:00:00
991	Malus domestica	'Bess Pool'	A dual purpose apple, the flesh is firm, dry, sweet and aromatic[37, 38]. In season from November to May.A hardy and vigorous tree with upright growth[38, 40], it makes a good standard[38]. Cropping is light at first but the tree then becomes more productive[38], though cropping remains irregular[1].Full flower day 25.	'Norman's Pippin'	0	0	26/9/94 0:00:00
992	Malus domestica	'Blenheim Orange'	A medium to large dual purpose apple, the flesh is firm but tender, crisp, sub-acid with a distinctive nutty flavour[38, 183]. It is sometimes dry[183]. An apple for the connoisseur[39].A huge vigorous spreading tree[39], it is slow to come into bearing[183], though it can then crop quite well[38, 41]. It prefers a grass orchard[38]. Dislikes areas with high rainfall and is susceptible to scab[38]. Resists mildew[1]. The flowers are susceptible to frost damage[38, 39]. Prune laterals to 5 or 6 buds[38]. This cultivar breeds fairly true from seed.Full flower day 14. The plant is a triploid so needs two other cultivars to fertilize it. Harvest the fruit in mid October.		0	0	26/9/94 0:00:00
993	Malus domestica	'Braddick's Nonpareil'	A dessert apple, it is sweet, juicy, rich and aromatic[40]. In season from January to April.A very small tree, it is apt to overcrop[37, 40].Full flower very early. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
994	Malus domestica	'Bramley Seedling'	A large-fruited cooking apple that stores well and can be used for desert in the spring when its taste has mellowed[K]. The flesh is firm, juicy and acid at first[38], but becomes much less acid, drier and mealy with storage[K]. In season from October to May.A very large and vigorous tree that is slow to come into bearing but then crops heavily[38, 39, 183] but is inclined to be biennial[38]. One report says that it resists scab[38], whilst another says that it is susceptible to scab[40]. The blossom is very susceptible to frost damage[38, 39]. A tip bearer[38].Full flower day 15. The plant is triploid and will need at least two other cultivars growing nearby for pollination. Harvest it in October.		0	0	26/9/94 0:00:00
995	Malus domestica	'Brownlee's Russet'	A dual purpose apple, the flesh is tender, subacid and aromatic[38, 39]. In season from January to April.An upright compact tree, it is very hardy, succeeding in cold poorly drained soils[38, 39]. It is virtually disease free[39]. Cropping is irregular according to one report[38], whilst others say that it crops prolifically[40, 41].Full flower day 12, harvest the fruit in mid October or later.		0	0	26/9/94 0:00:00
996	Malus domestica	'Cellini'	A medium-size cooking apple. The flesh is tender, sub-acid with an unusual resinous flavour that is liked by some[1, 38, 183]. In season from October to November[183].A stocky[38] slightly spreading tree[1], it is very productive[38, 183].Full flower day 16.	'Philip's Seedling'	0	0	26/9/94 0:00:00
997	Malus domestica	'Charles Ross'	A dual purpose apple, the flesh is tender, juicy, fairly sweet with a pleasant flavour[38]. In season from the end of September to November, it does not store well, becoming dry with age[39, 40, 41].A compact tree[38], it is upright with spreading branches[1, 38]. Succeeds on shallow soils over chalk[38, 39, 40] and also in the north[38]. Cropping is good and regular[38]. Resists scab[38, 41], but is susceptible to capsid bug[38].Full flower day 15, harvest the fruit from September to mid October.		0	0	26/9/94 0:00:00
998	Malus domestica	'Christmas Pearmain'	A dessert apple, the flesh is crisp and juicy[39]. Not in the first rank for flavour, it is sometimes astringent[39]. In season from November to February.A neat upright compact tree, it is very hardy and succeeds in cold clay soils as well as in exposed positions[39]. It crops heavily[39, 40], but is inclined to biennial bearing[1]. a disease-free tree.Full flower early. Harvest the fruit in November.		0	0	26/9/94 0:00:00
999	Malus domestica	'Claygate Pearmain'	A medium-large dessert apple, the flesh is crisp, juicy and aromatic with a rich almost nutty flavour[37, 38, 39, 183]. In season from December to March[183].A small compact tree, suitable for small gardens[38, 39, 40], it is vigorous and upright-spreading, coming into bearing very young and then cropping abundantly[37, 38, 40, 183]. Grows well in the West Country[41]. Resists scab[40].Full flower day 15, the fruit should be harvested as late in the season as possible, even when covered in frost in December[39].		0	0	26/9/94 0:00:00
1000	Malus domestica	'Cockle Pippin'	A dessert apple, the flesh is firm, crisp, sweet to subacid and aromatic[38, 39]. A first class flavour[40]. In season December to May.A small tree of weak growth[38, 40], it has upright thin shoots[1]. It prefers a heavy loam[39] and grows best in the warmer parts of the country[1]. A heavy cropping tree[37, 38, 40]. Resists scab[38, 40].Full flower day 15. Harvest the fruit as late in the season as possible.	'Nutmeg Pippin'	0	0	26/9/94 0:00:00
1001	Malus domestica	'Cornish Aromatic'	A dual purpose apple, the flesh is aromatic crisp, tender and dry with a delicious nut-like flavour[1, 38, 40]. In season October to March.A compact twiggy tree[38, 39]. Suitable for areas with high rainfall[38, 40, 41]. Resists scab and canker[38]. It is not a heavy cropper, but is reliable[39, 40, 41].Full flower day 18. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1002	Malus domestica	'Cornish Gillyflower'	A medium-large dessert apple, the flesh is very firm and juicy with a clove-like perfume, the flavour is sweet and rich. Of excellent quality, it is in season from December to May[183].A moderately vigorous very spreading tree[39] with slender growth[38]. Best grown as a full standard or free-growing bush[38]. A tip-bearer[38, 41, 183], it crops lightly to moderately[38, 39]. Only suitable for the warmer areas of Britain[38], doing best in warm wet climates like Cornwall[41].Full flower day 15. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1003	Malus domestica	'Cornish Pine'	A dual purpose apple, the flesh is soft, coarse, sweet, slightly subacid and aromatic[38, 40, 41]. In season December to March.A moderately sized tree with vigorous growth, cropping is usally good[38, 40].Full flower day 15. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1004	Malus domestica	'Court Pendu Plat'	A medium-sized dessert apple, the flesh is very firm, fairly juicy, aromatic with a rich flavour and a good balance of acid and sugar[37, 38, 183]. In season from December to May.A small, weak-growing tree[38, 40, 183], it is upright-spreading and productive[183]. Very hardy, it is suitable for heavy clay soils and succeeds in N. Britain[38, 40, 41]. It requires a sunny position[37]. Resists scab[38, 40].Full flower day 27. The fruit should be harvested as late in the season as possible.	'Wise Apple'	0	0	26/9/94 0:00:00
1005	Malus domestica	'Crawley Beauty'	A medium to large dual purpose apple with a firm, not very juicy flesh[183]. It becomes soft and sweet in the spring[39]. Tart with a fairly good flavour for dessert, it improves with cooking[183]. Available from November to April.A vigorous but upright compact tree, it succeeds in all soils and in all areas[38], growing well in the north[41]. Resists most diseases[38, 39, 183] and is free from scab[40, 41] Cropping is heavy and consistent[1, 38]. It flowers very late, later than almost any other apple cultivar[183].Full flower day 32. Self-compatible. Harvest the fruit in mid November.		0	0	26/9/94 0:00:00
1006	Malus domestica	'Devonshire Quarrendon'	A small to medium fruit with a crisp firm very juicy flesh and a distinctive vinous flavour[38, 183]. In season during August and September[183].The tree is moderately vigorous, upright but becoming spreading with age[1, 38, 40]. A very hardy tree[37], it prefers growing in a grass orchard[38]. Susceptible to scab[38, 39, 41], otherwise it thrives in the West Country[38]. Bears abundantly according to one report[37], but according to others it only crops well in favourable conditions[[1, 38].Full flower day 10. Harvest the fruit as required for immediate use.		0	0	26/9/94 0:00:00
1007	Malus domestica	'Discovery'	A medium small dessert apple with a firm, crisp, juicy, sweet flesh that is fine textured and well flavoured for a summer apple[38, 183]. In season August to September.A moderately vigorous upright spreading tree[38, 40, 183]. It is slow to begin cropping but is then very productive[38, 183]. Trees are inclined to be tip-bearing[38]. Flowers are resistant to frost[38, 41]. Resists scab[40, 41]. A very old English variety[183].Full flower day 14. Harvest the fruit as it is required for use.		0	0	26/9/94 0:00:00
1008	Malus domestica	'Duke of Devonshire'	A dessert apple, the flesh is crisp, slightly subacid with a good flavour[1, 38, 40]. In season January to April.A moderate sized tree[40, 41], it is vigorous, upright and hardy[38, 40]. The cropping is good and reliable[38, 40]. Very scab-resistant[41].Full flower day 14. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1009	Malus domestica	'Easter Orange'	A dessert apple, the flesh is firm, crisp, sweet and aromatic. In season December to March.A very vigorous large tree[38, 40], with a neat habit[39]. It crops well[38]. Resists scab[38, 40].Full flower day 15. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1010	Malus domestica	'Edward V11	A medium to large dual purpose apple, the flesh is very firm but tender, rather coarse, juicy and acid[38, 183], cooking to a puree[183]. It becomes mellow in the spring with a rich sweet flavour[39]. In season from December to July.A moderate sized strong growing upright tree[38, 40, 41], it does well in the north of Britain[41]. Moderately productive, but it is slow to come into bearing[38, 183]. Resists scab[38], but is prone to mildew[1] and susceptible to capsid bugs[38].Full flower very late. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1011	Malus domestica	'Elton Beauty'	A dessert apple, the flesh is soft, aromatic, subacid[39]. It is the best flavoured of the early yielding cultivars[39]. In season from the end of August until December.Full flower mid season. Harvest the fruit as required for immediate use and then at the end of September for storage.		0	0	26/9/94 0:00:00
1012	Malus domestica	'Encore'	A cooking apple, the flesh is somewhat acid with a fair[1] to good[41] flavour. In season November to June.A vigorous upright tree, it is a good cropper[41].Full flower mid season. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1013	Malus domestica	'Fortune'	A medium size dessert apple, the flesh is firm but tender, rather coarse-texture, sweet with a rich flavour[38, 40, 41, 183]. There is a slight flavour of banana[1]. Of good quality, it is in season in September and October.A small compact tree, it comes into bearing when young and crops heavily but is inclined to be biennial[38, 40, 183]. The flowers resist frost damage[41]. Resists scab[40, 41].Full flower day 12. Harvest the fruit in September.	'Laxton's Fortune'	0	0	26/9/94 0:00:00
1014	Malus domestica	'French Crab'	A medium size cooking apple with a very firm crisp acid very astringent flesh that is good cooked[38, 183]. The fruit can be stored for up to 2 years[37, 183].A vigorous hardy and productive tree[37, 38, 183].Full flower day 17. Harvest the fruit in October or November.	Easter Pippin.	0	0	26/9/94 0:00:00
1015	Malus domestica	'Gala'	A medium size dessert apple, the flesh is firm, crisp, very sweet and juicy. A very good quality dessert apple[38, 183]. In season from October to March.A moderately vigorous upright and spreading tree[38, 40], it comes into bearing when very young and crops heavily and regularly[183]. Resists diseases[40], subject to canker according to another report[41].Full flower day 16. Harvest the fruit at the end of October.		0	0	26/9/94 0:00:00
1016	Malus domestica	'Gascoyne's Scarlet'	A dual purpose apple, the flesh is firm, dry, sweet and subacid[38]. In season September to February.A very vigorous tree with long limbs, it does well on chalk[38, 40]. A heavy cropper[38, 40]. A triploid species, it needs two other cultivars growing nearby for pollination.Full flower dat 17. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1017	Malus domestica	'Gooseberry'	A cooking apple, the flesh is firm, subacid[38] and tender[37]. In season December to August.A moderately vigorous small tree, it is heavy cropping[38, 40].Full flower day 18. Harvest the fruit in October or November.	'Gooseberry Pippin'	0	0	26/9/94 0:00:00
1018	Malus domestica	'Hambledon Deux Ans'	A dual purpose apple, it is said to store for up to 2 years.		0	0	26/9/94 0:00:00
1019	Malus domestica	'Herring's Pippin'	A large dual purpose apple, the flesh is soft, juicy, slightly coarse, aromatic with a spicy flavour[38, 39, 183]. Rather dry[1]. In season October to November.A moderately vigorous upright spreading large tree[38, 183], it is well adapted to cold heavy soils[38, 183]. The croppping is very good and regular, even if the tree is neglected[38, 39, 40]. Resists scab[40].Full flower day 18. Harvest the fruit in early October.		0	0	26/9/94 0:00:00
1020	Malus domestica	'Heusgon's Golden Reinette'	A dessert apple, the flesh is hard, crisp, juicy and subacid[40, 41]. It is rather like a Blenheim Orange in flavour[39]. In season January to April.A small tree with upright growth[40], it is hardy and a heavy cropper[39, 41]. Resists scab[40, 41].Full flower late. The fruit should be harvested as late in the season as possible.		0	0	26/9/94 0:00:00
1021	Malus domestica	'Howgate Wonder'	A very large-fruited cooking apple with a firm, fine-textured fairly acid flesh[38, 183]. It cooks to a froth[183]. In season November to March.A very hardy vigorous spreading tree, cropping regularly and heavily[38, 40, 183]. Short fruiting spurs are produced abundantly[38].Full flower day 15. Harvest the fruit in October.		0	0	26/9/94 0:00:00
1022	Malus domestica	'Ida Red'	A medium to large dual-purpose apple, the flesh is crisp, fine-grained, juicy, mild and aromatic. Of excellent dessert and cooking quality, it keeps exceptionally well, with the flavour improving whilst in storage[183]. Of poor flavour[38]. In season December to April.A vigorous upright tree, it is very productive but is somewhat susceptible to fireblight[183]. It forms fruit spurs readily[38].Full flower day 10. Harvest the fruit in mid October or later (when it will become bright red).		0	0	26/9/94 0:00:00
1023	Malus domestica	'Ingrid Marie'	A dessert apple, the flesh is firm, sweet, subacid with a fair flavour[38]. The fruit tends to crack around the cavity[38]. In season December to April.Of moderate growth, it resists diseases and crops well[38, 40].Full flower day 17. Harvest the fruit at the end of October.		0	0	26/9/94 0:00:00
1024	Malus domestica	'Irish Peach'	A small to medium eating apple, the flesh is soft, slightly aromatic, fairly juicy with a rich vinous flavour[38, 40, 183]. In season July to August.A moderately vigorous, spreading tree[183]. Trees are slow to come into bearing[40] and then crop irregularly[38]. Crops well, an easy apple according to other reports[1, 37, 41]. Succeeds in the north of Britain[41]. A tip bearer[38, 41].Full flower day 8. Harvest the fruit as required for immediate use.		0	0	26/9/94 0:00:00
